Proximity,Seed,Sample_Size,Train_Error,Test_Error,RF_OOB,RF_Test
Original,909,5000,0.0985714285714285,0.0353333333333333,0.184285714285714,0.176666666666667
RF-GAP,351,5000,0.00171428571428567,0,0.193428571428571,0.192666666666667
OOB,351,5000,0.0414285714285715,0.0493333333333333,0.193428571428571,0.192666666666667
Original,351,5000,0.1,0.04,0.193428571428571,0.192666666666667
RF-GAP,3036,5000,0.00114285714285711,0,0.180857142857143,0.192666666666667
OOB,3036,5000,0.0428571428571428,0.04,0.180857142857143,0.192666666666667
Original,3036,5000,0.0977142857142858,0.0306666666666666,0.180857142857143,0.192666666666667
RF-GAP,1680,5000,0.00114285714285711,0,0.180285714285714,0.171333333333333
OOB,1680,5000,0.034,0.0353333333333333,0.180285714285714,0.171333333333333
Original,1680,5000,0.0911428571428572,0.0286666666666666,0.180285714285714,0.171333333333333
RF-GAP,1308,5000,0.00171428571428567,0,0.189428571428571,0.177333333333333
OOB,1308,5000,0.0428571428571428,0.04,0.189428571428571,0.177333333333333
Original,1308,5000,0.103142857142857,0.0273333333333333,0.189428571428571,0.177333333333333
RF-GAP,1212,5000,0.000571428571428556,0,0.194285714285714,0.179333333333333
OOB,1212,5000,0.0445714285714286,0.0366666666666666,0.194285714285714,0.179333333333333
Original,1212,5000,0.102571428571429,0.03,0.194285714285714,0.179333333333333
RF-GAP,468,5000,0.00142857142857145,0,0.186571428571429,0.194666666666667
OOB,468,5000,0.0431428571428572,0.04,0.186571428571429,0.194666666666667
Original,468,5000,0.0928571428571429,0.0293333333333333,0.186571428571429,0.194666666666667
RF-GAP,4048,5000,0.000571428571428556,0,0.182571428571429,0.184666666666667
OOB,4048,5000,0.0394285714285715,0.0346666666666666,0.182571428571429,0.184666666666667
Original,4048,5000,0.0977142857142858,0.024,0.182571428571429,0.184666666666667
RF-GAP,420,10000,0.000714285714285667,0,0.179857142857143,0.198
OOB,420,10000,0.0368571428571428,0.0313333333333333,0.179857142857143,0.198
Original,420,10000,0.0885714285714285,0.027,0.179857142857143,0.198
RF-GAP,327,10000,0.001,0,0.190714285714286,0.196666666666667
OOB,327,10000,0.0381428571428571,0.033,0.190714285714286,0.196666666666667
Original,327,10000,0.0985714285714285,0.025,0.190714285714286,0.196666666666667
RF-GAP,303,10000,0.000714285714285667,0,0.191142857142857,0.182
OOB,303,10000,0.0387142857142857,0.0383333333333333,0.191142857142857,0.182
Original,303,10000,0.101857142857143,0.0286666666666666,0.191142857142857,0.182
RF-GAP,117,10000,0.00157142857142856,0,0.179428571428571,0.185333333333333
OOB,117,10000,0.0407142857142857,0.029,0.179428571428571,0.185333333333333
Original,117,10000,0.0915714285714285,0.026,0.179428571428571,0.185333333333333
RF-GAP,1012,10000,0.00085714285714289,0,0.180857142857143,0.170333333333333
