"dataset","seed","node_size","pct_no_match","rf_error","prox_error","error_difference","proximity_type"
"diabetes","327",10,0.0104166666666666,0.234375,0.231770833333333,0.00260416666666663,"rfgap"
"diabetes","327",20,0.0104166666666666,0.23046875,0.227864583333333,0.00260416666666663,"rfgap"
"diabetes","327",50,0.01171875,0.23828125,0.234375,0.00390625,"rfgap"
"diabetes","303",1,0.00260416666666663,0.233072916666667,0.233072916666667,2.77555756156289e-17,"rfgap"
"diabetes","303",5,0.0130208333333334,0.23828125,0.235677083333333,0.00260416666666663,"rfgap"
"diabetes","303",10,0.01171875,0.233072916666667,0.236979166666667,-0.00390624999999997,"rfgap"
"diabetes","303",20,0.0078125,0.235677083333333,0.233072916666667,0.00260416666666671,"rfgap"
"diabetes","303",50,0.0143229166666666,0.240885416666667,0.234375,0.00651041666666666,"rfgap"
"diabetes","117",1,0.00130208333333337,0.243489583333333,0.244791666666667,-0.00130208333333329,"rfgap"
"diabetes","117",5,0.0078125,0.240885416666667,0.240885416666667,2.77555756156289e-17,"rfgap"
"diabetes","117",10,0.00911458333333337,0.236979166666667,0.240885416666667,-0.00390624999999997,"rfgap"
"diabetes","117",20,0.0104166666666666,0.239583333333333,0.244791666666667,-0.00520833333333329,"rfgap"
"diabetes","117",50,0.00911458333333337,0.240885416666667,0.239583333333333,0.00130208333333329,"rfgap"
"diabetes","1012",1,0.00390625,0.233072916666667,0.231770833333333,0.00130208333333329,"rfgap"
"diabetes","1012",5,0.0078125,0.239583333333333,0.244791666666667,-0.00520833333333329,"rfgap"
"diabetes","1012",10,0.0078125,0.23046875,0.233072916666667,-0.00260416666666663,"rfgap"
"diabetes","1012",20,0.015625,0.2421875,0.239583333333333,0.00260416666666663,"rfgap"
"diabetes","1012",50,0.0078125,0.239583333333333,0.236979166666667,0.00260416666666671,"rfgap"
"diabetes","420",1,0.1328125,0.221354166666667,0.0885416666666666,0.1328125,"original"
"diabetes","420",5,0.138020833333333,0.23046875,0.0924479166666666,0.138020833333333,"original"
"diabetes","420",10,0.123697916666667,0.23046875,0.106770833333333,0.123697916666667,"original"
"diabetes","420",20,0.09375,0.234375,0.140625,0.09375,"original"
"diabetes","420",50,0.0572916666666666,0.233072916666667,0.180989583333333,0.0520833333333333,"original"
"diabetes","327",1,0.139322916666667,0.231770833333333,0.0924479166666666,0.139322916666667,"original"
"diabetes","327",5,0.127604166666667,0.227864583333333,0.100260416666667,0.127604166666667,"original"
"diabetes","327",10,0.126302083333333,0.234375,0.108072916666667,0.126302083333333,"original"
"diabetes","327",20,0.09765625,0.23046875,0.1328125,0.09765625,"original"
"diabetes","327",50,0.0572916666666666,0.23828125,0.18359375,0.0546875,"original"
"diabetes","303",1,0.14453125,0.233072916666667,0.0885416666666666,0.14453125,"original"
"diabetes","303",5,0.147135416666667,0.23828125,0.0911458333333334,0.147135416666667,"original"
"diabetes","303",10,0.12890625,0.233072916666667,0.104166666666667,0.12890625,"original"
"diabetes","303",20,0.106770833333333,0.235677083333333,0.12890625,0.106770833333333,"original"
"diabetes","303",50,0.0598958333333334,0.240885416666667,0.180989583333333,0.0598958333333333,"original"
"diabetes","117",1,0.151041666666667,0.243489583333333,0.0924479166666666,0.151041666666667,"original"
"diabetes","117",5,0.140625,0.240885416666667,0.100260416666667,0.140625,"original"
"diabetes","117",10,0.131510416666667,0.236979166666667,0.10546875,0.131510416666667,"original"
"diabetes","117",20,0.106770833333333,0.239583333333333,0.1328125,0.106770833333333,"original"
"diabetes","117",50,0.05859375,0.240885416666667,0.182291666666667,0.05859375,"original"
"diabetes","1012",1,0.140625,0.233072916666667,0.0924479166666666,0.140625,"original"
"diabetes","1012",5,0.139322916666667,0.239583333333333,0.100260416666667,0.139322916666667,"original"
"diabetes","1012",10,0.1171875,0.23046875,0.11328125,0.1171875,"original"
"diabetes","1012",20,0.108072916666667,0.2421875,0.134114583333333,0.108072916666667,"original"
"diabetes","1012",50,0.05859375,0.239583333333333,0.18359375,0.0559895833333333,"original"
"diabetes","420",1,0.0559895833333334,0.221354166666667,0.19921875,0.0221354166666667,"oob"
"diabetes","420",5,0.0598958333333334,0.23046875,0.194010416666667,0.0364583333333334,"oob"
"diabetes","420",10,0.0559895833333334,0.23046875,0.200520833333333,0.0299479166666666,"oob"
"diabetes","420",20,0.0572916666666666,0.234375,0.2109375,0.0234375,"oob"
"diabetes","420",50,0.0611979166666666,0.233072916666667,0.231770833333333,0.00130208333333329,"oob"
"diabetes","327",1,0.0716145833333334,0.231770833333333,0.204427083333333,0.02734375,"oob"
"diabetes","327",5,0.0625,0.227864583333333,0.204427083333333,0.0234375,"oob"
"diabetes","327",10,0.0572916666666666,0.234375,0.205729166666667,0.0286458333333334,"oob"
"diabetes","327",20,0.0625,0.23046875,0.212239583333333,0.0182291666666666,"oob"
"diabetes","327",50,0.0520833333333334,0.23828125,0.227864583333333,0.0104166666666666,"oob"
"diabetes","303",1,0.0638020833333334,0.233072916666667,0.1953125,0.0377604166666667,"oob"
"diabetes","303",5,0.07421875,0.23828125,0.192708333333333,0.0455729166666666,"oob"
"diabetes","303",10,0.0690104166666666,0.233072916666667,0.203125,0.0299479166666667,"oob"
"diabetes","303",20,0.0598958333333334,0.235677083333333,0.20703125,0.0286458333333333,"oob"
"diabetes","303",50,0.06640625,0.240885416666667,0.221354166666667,0.01953125,"oob"
"diabetes","117",1,0.0729166666666666,0.243489583333333,0.201822916666667,0.0416666666666667,"oob"
"diabetes","117",5,0.0625,0.240885416666667,0.204427083333333,0.0364583333333333,"oob"
"diabetes","117",10,0.0598958333333334,0.236979166666667,0.205729166666667,0.03125,"oob"
"diabetes","117",20,0.0598958333333334,0.239583333333333,0.2109375,0.0286458333333333,"oob"
"diabetes","117",50,0.0611979166666666,0.240885416666667,0.2265625,0.0143229166666667,"oob"
"diabetes","1012",1,0.0611979166666666,0.233072916666667,0.200520833333333,0.0325520833333333,"oob"
"diabetes","1012",5,0.05859375,0.239583333333333,0.19921875,0.0403645833333333,"oob"
"diabetes","1012",10,0.0625,0.23046875,0.20703125,0.0234375,"oob"
"diabetes","1012",20,0.0611979166666666,0.2421875,0.212239583333333,0.0299479166666666,"oob"
"diabetes","1012",50,0.0611979166666666,0.239583333333333,0.227864583333333,0.01171875,"oob"
"diabetes","420",1,0.00130208333333337,0.221354166666667,0.22265625,-0.00130208333333334,"rfgap"
"diabetes","420",5,0.0104166666666666,0.23046875,0.225260416666667,0.00520833333333337,"rfgap"
"diabetes","420",10,0.01171875,0.23046875,0.229166666666667,0.00130208333333337,"rfgap"
"diabetes","420",20,0.01171875,0.234375,0.233072916666667,0.00130208333333337,"rfgap"
"diabetes","420",50,0.0078125,0.233072916666667,0.23828125,-0.00520833333333334,"rfgap"
"diabetes","327",1,0.00390625,0.231770833333333,0.227864583333333,0.00390624999999997,"rfgap"
"diabetes","327",5,0.00651041666666663,0.227864583333333,0.231770833333333,-0.00390625000000003,"rfgap"
"diabetes","327",10,0.0104166666666666,0.234375,0.231770833333333,0.00260416666666663,"rfgap"
"diabetes","327",20,0.0104166666666666,0.23046875,0.227864583333333,0.00260416666666663,"rfgap"
"diabetes","327",50,0.01171875,0.23828125,0.234375,0.00390625,"rfgap"
"diabetes","303",1,0.00260416666666663,0.233072916666667,0.233072916666667,2.77555756156289e-17,"rfgap"
"diabetes","303",5,0.0130208333333334,0.23828125,0.235677083333333,0.00260416666666663,"rfgap"
"diabetes","303",10,0.01171875,0.233072916666667,0.236979166666667,-0.00390624999999997,"rfgap"
"diabetes","303",20,0.0078125,0.235677083333333,0.233072916666667,0.00260416666666671,"rfgap"
"diabetes","303",50,0.0143229166666666,0.240885416666667,0.234375,0.00651041666666666,"rfgap"
"diabetes","117",1,0.00130208333333337,0.243489583333333,0.244791666666667,-0.00130208333333329,"rfgap"
"diabetes","117",5,0.0078125,0.240885416666667,0.240885416666667,2.77555756156289e-17,"rfgap"
"diabetes","117",10,0.00911458333333337,0.236979166666667,0.240885416666667,-0.00390624999999997,"rfgap"
"diabetes","117",20,0.0104166666666666,0.239583333333333,0.244791666666667,-0.00520833333333329,"rfgap"
"diabetes","117",50,0.00911458333333337,0.240885416666667,0.239583333333333,0.00130208333333329,"rfgap"
"diabetes","1012",1,0.00390625,0.233072916666667,0.231770833333333,0.00130208333333329,"rfgap"
"diabetes","1012",5,0.0078125,0.239583333333333,0.244791666666667,-0.00520833333333329,"rfgap"
"diabetes","1012",10,0.0078125,0.23046875,0.233072916666667,-0.00260416666666663,"rfgap"
"diabetes","1012",20,0.015625,0.2421875,0.239583333333333,0.00260416666666663,"rfgap"
"diabetes","1012",50,0.0078125,0.239583333333333,0.236979166666667,0.00260416666666671,"rfgap"
"diabetes","420",1,0.1328125,0.221354166666667,0.0885416666666666,0.1328125,"original"
"diabetes","420",5,0.138020833333333,0.23046875,0.0924479166666666,0.138020833333333,"original"
"diabetes","420",10,0.123697916666667,0.23046875,0.106770833333333,0.123697916666667,"original"
"diabetes","420",20,0.09375,0.234375,0.140625,0.09375,"original"
"diabetes","420",50,0.0572916666666666,0.233072916666667,0.180989583333333,0.0520833333333333,"original"
"diabetes","327",1,0.139322916666667,0.231770833333333,0.0924479166666666,0.139322916666667,"original"
"diabetes","327",5,0.127604166666667,0.227864583333333,0.100260416666667,0.127604166666667,"original"
"diabetes","327",10,0.126302083333333,0.234375,0.108072916666667,0.126302083333333,"original"
"diabetes","327",20,0.09765625,0.23046875,0.1328125,0.09765625,"original"
"diabetes","327",50,0.0572916666666666,0.23828125,0.18359375,0.0546875,"original"
"diabetes","303",1,0.14453125,0.233072916666667,0.0885416666666666,0.14453125,"original"
"diabetes","303",5,0.147135416666667,0.23828125,0.0911458333333334,0.147135416666667,"original"
"diabetes","303",10,0.12890625,0.233072916666667,0.104166666666667,0.12890625,"original"
"diabetes","303",20,0.106770833333333,0.235677083333333,0.12890625,0.106770833333333,"original"
"diabetes","303",50,0.0598958333333334,0.240885416666667,0.180989583333333,0.0598958333333333,"original"
"diabetes","117",1,0.151041666666667,0.243489583333333,0.0924479166666666,0.151041666666667,"original"
"diabetes","117",5,0.140625,0.240885416666667,0.100260416666667,0.140625,"original"
"diabetes","117",10,0.131510416666667,0.236979166666667,0.10546875,0.131510416666667,"original"
"diabetes","117",20,0.106770833333333,0.239583333333333,0.1328125,0.106770833333333,"original"
"diabetes","117",50,0.05859375,0.240885416666667,0.182291666666667,0.05859375,"original"
"diabetes","1012",1,0.140625,0.233072916666667,0.0924479166666666,0.140625,"original"
"diabetes","1012",5,0.139322916666667,0.239583333333333,0.100260416666667,0.139322916666667,"original"
"diabetes","1012",10,0.1171875,0.23046875,0.11328125,0.1171875,"original"
"diabetes","1012",20,0.108072916666667,0.2421875,0.134114583333333,0.108072916666667,"original"
"diabetes","1012",50,0.05859375,0.239583333333333,0.18359375,0.0559895833333333,"original"
"diabetes","420",1,0.0559895833333334,0.221354166666667,0.19921875,0.0221354166666667,"oob"
"diabetes","420",5,0.0598958333333334,0.23046875,0.194010416666667,0.0364583333333334,"oob"
"diabetes","420",10,0.0559895833333334,0.23046875,0.200520833333333,0.0299479166666666,"oob"
"diabetes","420",20,0.0572916666666666,0.234375,0.2109375,0.0234375,"oob"
"diabetes","420",50,0.0611979166666666,0.233072916666667,0.231770833333333,0.00130208333333329,"oob"
"diabetes","327",1,0.0716145833333334,0.231770833333333,0.204427083333333,0.02734375,"oob"
"diabetes","327",5,0.0625,0.227864583333333,0.204427083333333,0.0234375,"oob"
"diabetes","327",10,0.0572916666666666,0.234375,0.205729166666667,0.0286458333333334,"oob"
"diabetes","327",20,0.0625,0.23046875,0.212239583333333,0.0182291666666666,"oob"
"diabetes","327",50,0.0520833333333334,0.23828125,0.227864583333333,0.0104166666666666,"oob"
"diabetes","303",1,0.0638020833333334,0.233072916666667,0.1953125,0.0377604166666667,"oob"
"diabetes","303",5,0.07421875,0.23828125,0.192708333333333,0.0455729166666666,"oob"
"diabetes","303",10,0.0690104166666666,0.233072916666667,0.203125,0.0299479166666667,"oob"
"diabetes","303",20,0.0598958333333334,0.235677083333333,0.20703125,0.0286458333333333,"oob"
"diabetes","303",50,0.06640625,0.240885416666667,0.221354166666667,0.01953125,"oob"
"diabetes","117",1,0.0729166666666666,0.243489583333333,0.201822916666667,0.0416666666666667,"oob"
"diabetes","117",5,0.0625,0.240885416666667,0.204427083333333,0.0364583333333333,"oob"
"diabetes","117",10,0.0598958333333334,0.236979166666667,0.205729166666667,0.03125,"oob"
"diabetes","117",20,0.0598958333333334,0.239583333333333,0.2109375,0.0286458333333333,"oob"
"diabetes","117",50,0.0611979166666666,0.240885416666667,0.2265625,0.0143229166666667,"oob"
"diabetes","1012",1,0.0611979166666666,0.233072916666667,0.200520833333333,0.0325520833333333,"oob"
"diabetes","1012",5,0.05859375,0.239583333333333,0.19921875,0.0403645833333333,"oob"
"diabetes","1012",10,0.0625,0.23046875,0.20703125,0.0234375,"oob"
"diabetes","1012",20,0.0611979166666666,0.2421875,0.212239583333333,0.0299479166666666,"oob"
"diabetes","1012",50,0.0611979166666666,0.239583333333333,0.227864583333333,0.01171875,"oob"
"diabetes","420",1,0.139322916666667,0.221354166666667,0.08203125,0.139322916666667,"rfproxih"
"diabetes","420",5,0.149739583333333,0.23046875,0.0807291666666666,0.149739583333333,"rfproxih"
"diabetes","420",10,0.139322916666667,0.23046875,0.0911458333333334,0.139322916666667,"rfproxih"
"diabetes","420",20,0.119791666666667,0.234375,0.114583333333333,0.119791666666667,"rfproxih"
"diabetes","420",50,0.0638020833333334,0.233072916666667,0.174479166666667,0.05859375,"rfproxih"
"diabetes","327",1,0.1484375,0.231770833333333,0.0833333333333334,0.1484375,"rfproxih"
"diabetes","327",5,0.141927083333333,0.227864583333333,0.0859375,0.141927083333333,"rfproxih"
"diabetes","327",10,0.138020833333333,0.234375,0.0963541666666666,0.138020833333333,"rfproxih"
"diabetes","327",20,0.1171875,0.23046875,0.11328125,0.1171875,"rfproxih"
"diabetes","327",50,0.06640625,0.23828125,0.174479166666667,0.0638020833333334,"rfproxih"
"diabetes","303",1,0.151041666666667,0.233072916666667,0.08203125,0.151041666666667,"rfproxih"
"diabetes","303",5,0.157552083333333,0.23828125,0.0807291666666666,0.157552083333333,"rfproxih"
"diabetes","303",10,0.145833333333333,0.233072916666667,0.0872395833333334,0.145833333333333,"rfproxih"
"diabetes","303",20,0.123697916666667,0.235677083333333,0.111979166666667,0.123697916666667,"rfproxih"
"diabetes","303",50,0.07421875,0.240885416666667,0.166666666666667,0.07421875,"rfproxih"
"diabetes","117",1,0.16015625,0.243489583333333,0.0833333333333334,0.16015625,"rfproxih"
"diabetes","117",5,0.15625,0.240885416666667,0.0846354166666666,0.15625,"rfproxih"
"diabetes","117",10,0.141927083333333,0.236979166666667,0.0950520833333334,0.141927083333333,"rfproxih"
"diabetes","117",20,0.126302083333333,0.239583333333333,0.11328125,0.126302083333333,"rfproxih"
"diabetes","117",50,0.0716145833333334,0.240885416666667,0.169270833333333,0.0716145833333333,"rfproxih"
"diabetes","1012",1,0.151041666666667,0.233072916666667,0.08203125,0.151041666666667,"rfproxih"
"diabetes","1012",5,0.153645833333333,0.239583333333333,0.0859375,0.153645833333333,"rfproxih"
"diabetes","1012",10,0.135416666666667,0.23046875,0.0950520833333334,0.135416666666667,"rfproxih"
"diabetes","1012",20,0.130208333333333,0.2421875,0.111979166666667,0.130208333333333,"rfproxih"
"diabetes","1012",50,0.0703125,0.239583333333333,0.169270833333333,0.0703125,"rfproxih"
"ecoli","420",1,0.0089285714285714,0.12797619047619,0.125,0.00297619047619047,"rfgap"
"ecoli","420",5,0.00297619047619047,0.125,0.12202380952381,0.00297619047619047,"rfgap"
"ecoli","420",10,0.0119047619047619,0.130952380952381,0.130952380952381,2.77555756156289e-17,"rfgap"
"ecoli","420",20,0.0089285714285714,0.12797619047619,0.130952380952381,-0.00297619047619047,"rfgap"
"ecoli","420",50,0.0208333333333334,0.145833333333333,0.136904761904762,0.00892857142857148,"rfgap"
"ecoli","327",1,0,0.12202380952381,0.12202380952381,-1.38777878078145e-17,"rfgap"
"ecoli","327",5,0,0.110119047619048,0.110119047619048,-5.55111512312578e-17,"rfgap"
"ecoli","327",10,0.00595238095238093,0.12202380952381,0.116071428571429,0.00595238095238092,"rfgap"
"ecoli","327",20,0.0119047619047619,0.139880952380952,0.12797619047619,0.0119047619047619,"rfgap"
"ecoli","327",50,0.0297619047619048,0.145833333333333,0.119047619047619,0.0267857142857143,"rfgap"
"ecoli","303",1,0,0.12202380952381,0.12202380952381,-1.38777878078145e-17,"rfgap"
"ecoli","303",5,0,0.119047619047619,0.119047619047619,-2.77555756156289e-17,"rfgap"
"ecoli","303",10,0.0119047619047619,0.130952380952381,0.125,0.00595238095238096,"rfgap"
"ecoli","303",20,0.0178571428571429,0.130952380952381,0.125,0.00595238095238096,"rfgap"
"ecoli","303",50,0.0208333333333334,0.136904761904762,0.130952380952381,0.00595238095238099,"rfgap"
"ecoli","117",1,0,0.12202380952381,0.12202380952381,-1.38777878078145e-17,"rfgap"
"ecoli","117",5,0.00297619047619047,0.113095238095238,0.110119047619048,0.00297619047619042,"rfgap"
"ecoli","117",10,0.0148809523809523,0.12202380952381,0.119047619047619,0.00297619047619045,"rfgap"
"ecoli","117",20,0.0148809523809523,0.130952380952381,0.130952380952381,2.77555756156289e-17,"rfgap"
"ecoli","117",50,0.0148809523809523,0.133928571428571,0.12797619047619,0.00595238095238096,"rfgap"
"ecoli","1012",1,0.00297619047619047,0.116071428571429,0.119047619047619,-0.00297619047619049,"rfgap"
"ecoli","1012",5,0.00297619047619047,0.116071428571429,0.119047619047619,-0.00297619047619049,"rfgap"
"ecoli","1012",10,0.00595238095238093,0.119047619047619,0.125,-0.00595238095238096,"rfgap"
"ecoli","1012",20,0.00595238095238093,0.12797619047619,0.12202380952381,0.00595238095238093,"rfgap"
"ecoli","1012",50,0.0238095238095238,0.136904761904762,0.12202380952381,0.0148809523809524,"rfgap"
"ecoli","420",1,0.0089285714285714,0.12797619047619,0.125,0.00297619047619047,"rfgap"
"ecoli","420",5,0.00297619047619047,0.125,0.12202380952381,0.00297619047619047,"rfgap"
"ecoli","420",10,0.0119047619047619,0.130952380952381,0.130952380952381,2.77555756156289e-17,"rfgap"
"ecoli","420",20,0.0089285714285714,0.12797619047619,0.130952380952381,-0.00297619047619047,"rfgap"
"ecoli","420",50,0.0208333333333334,0.145833333333333,0.136904761904762,0.00892857142857148,"rfgap"
"ecoli","327",1,0,0.12202380952381,0.12202380952381,-1.38777878078145e-17,"rfgap"
"ecoli","327",5,0,0.110119047619048,0.110119047619048,-5.55111512312578e-17,"rfgap"
"ecoli","327",10,0.00595238095238093,0.12202380952381,0.116071428571429,0.00595238095238092,"rfgap"
"ecoli","327",20,0.0119047619047619,0.139880952380952,0.12797619047619,0.0119047619047619,"rfgap"
"ecoli","327",50,0.0297619047619048,0.145833333333333,0.119047619047619,0.0267857142857143,"rfgap"
"ecoli","303",1,0,0.12202380952381,0.12202380952381,-1.38777878078145e-17,"rfgap"
"ecoli","303",5,0,0.119047619047619,0.119047619047619,-2.77555756156289e-17,"rfgap"
"ecoli","303",10,0.0119047619047619,0.130952380952381,0.125,0.00595238095238096,"rfgap"
"ecoli","303",20,0.0178571428571429,0.130952380952381,0.125,0.00595238095238096,"rfgap"
"ecoli","303",50,0.0208333333333334,0.136904761904762,0.130952380952381,0.00595238095238099,"rfgap"
"ecoli","117",1,0,0.12202380952381,0.12202380952381,-1.38777878078145e-17,"rfgap"
"ecoli","117",5,0.00297619047619047,0.113095238095238,0.110119047619048,0.00297619047619042,"rfgap"
"ecoli","117",10,0.0148809523809523,0.12202380952381,0.119047619047619,0.00297619047619045,"rfgap"
"ecoli","117",20,0.0148809523809523,0.130952380952381,0.130952380952381,2.77555756156289e-17,"rfgap"
"ecoli","117",50,0.0148809523809523,0.133928571428571,0.12797619047619,0.00595238095238096,"rfgap"
"ecoli","1012",1,0.00297619047619047,0.116071428571429,0.119047619047619,-0.00297619047619049,"rfgap"
"ecoli","1012",5,0.00297619047619047,0.116071428571429,0.119047619047619,-0.00297619047619049,"rfgap"
"ecoli","1012",10,0.00595238095238093,0.119047619047619,0.125,-0.00595238095238096,"rfgap"
"ecoli","1012",20,0.00595238095238093,0.12797619047619,0.12202380952381,0.00595238095238093,"rfgap"
"ecoli","1012",50,0.0238095238095238,0.136904761904762,0.12202380952381,0.0148809523809524,"rfgap"
"ecoli","420",1,0.0625,0.12797619047619,0.0863095238095238,0.0416666666666666,"original"
"ecoli","420",5,0.0476190476190477,0.125,0.0922619047619048,0.0327380952380952,"original"
"ecoli","420",10,0.0595238095238095,0.130952380952381,0.101190476190476,0.0297619047619048,"original"
"ecoli","420",20,0.0565476190476191,0.12797619047619,0.107142857142857,0.0208333333333334,"original"
"ecoli","420",50,0.0625,0.145833333333333,0.139880952380952,0.00595238095238101,"original"
"ecoli","327",1,0.0505952380952381,0.12202380952381,0.0892857142857143,0.0327380952380952,"original"
"ecoli","327",5,0.0357142857142857,0.110119047619048,0.0922619047619048,0.0178571428571428,"original"
"ecoli","327",10,0.0416666666666666,0.12202380952381,0.0922619047619048,0.0297619047619048,"original"
"ecoli","327",20,0.0565476190476191,0.139880952380952,0.101190476190476,0.0386904761904762,"original"
"ecoli","327",50,0.0386904761904762,0.145833333333333,0.130952380952381,0.0148809523809524,"original"
"ecoli","303",1,0.0505952380952381,0.12202380952381,0.0892857142857143,0.0327380952380952,"original"
"ecoli","303",5,0.0416666666666666,0.119047619047619,0.0892857142857143,0.0297619047619047,"original"
"ecoli","303",10,0.0565476190476191,0.130952380952381,0.0952380952380952,0.0357142857142857,"original"
"ecoli","303",20,0.0446428571428571,0.130952380952381,0.0982142857142857,0.0327380952380953,"original"
"ecoli","303",50,0.0416666666666666,0.136904761904762,0.130952380952381,0.00595238095238099,"original"
"ecoli","117",1,0.0505952380952381,0.12202380952381,0.0863095238095238,0.0357142857142857,"original"
"ecoli","117",5,0.0386904761904762,0.113095238095238,0.0892857142857143,0.0238095238095238,"original"
"ecoli","117",10,0.0446428571428571,0.12202380952381,0.0922619047619048,0.0297619047619048,"original"
"ecoli","117",20,0.0476190476190477,0.130952380952381,0.0982142857142857,0.0327380952380953,"original"
"ecoli","117",50,0.0476190476190477,0.133928571428571,0.130952380952381,0.00297619047619049,"original"
"ecoli","1012",1,0.0357142857142857,0.116071428571429,0.0922619047619048,0.0238095238095238,"original"
"ecoli","1012",5,0.0386904761904762,0.116071428571429,0.0922619047619048,0.0238095238095238,"original"
"ecoli","1012",10,0.0446428571428571,0.119047619047619,0.0982142857142857,0.0208333333333333,"original"
"ecoli","1012",20,0.0476190476190477,0.12797619047619,0.104166666666667,0.0238095238095238,"original"
"ecoli","1012",50,0.0446428571428571,0.136904761904762,0.130952380952381,0.00595238095238099,"original"
"ecoli","420",1,0.0089285714285714,0.12797619047619,0.125,0.00297619047619047,"rfgap"
"ecoli","420",5,0.00297619047619047,0.125,0.12202380952381,0.00297619047619047,"rfgap"
"ecoli","420",10,0.0119047619047619,0.130952380952381,0.130952380952381,2.77555756156289e-17,"rfgap"
"ecoli","420",20,0.0089285714285714,0.12797619047619,0.130952380952381,-0.00297619047619047,"rfgap"
"ecoli","420",50,0.0208333333333334,0.145833333333333,0.136904761904762,0.00892857142857148,"rfgap"
"ecoli","327",1,0,0.12202380952381,0.12202380952381,-1.38777878078145e-17,"rfgap"
"ecoli","327",5,0,0.110119047619048,0.110119047619048,-5.55111512312578e-17,"rfgap"
"ecoli","327",10,0.00595238095238093,0.12202380952381,0.116071428571429,0.00595238095238092,"rfgap"
"ecoli","327",20,0.0119047619047619,0.139880952380952,0.12797619047619,0.0119047619047619,"rfgap"
"ecoli","327",50,0.0297619047619048,0.145833333333333,0.119047619047619,0.0267857142857143,"rfgap"
"ecoli","303",1,0,0.12202380952381,0.12202380952381,-1.38777878078145e-17,"rfgap"
"ecoli","303",5,0,0.119047619047619,0.119047619047619,-2.77555756156289e-17,"rfgap"
"ecoli","303",10,0.0119047619047619,0.130952380952381,0.125,0.00595238095238096,"rfgap"
"ecoli","303",20,0.0178571428571429,0.130952380952381,0.125,0.00595238095238096,"rfgap"
"ecoli","303",50,0.0208333333333334,0.136904761904762,0.130952380952381,0.00595238095238099,"rfgap"
"ecoli","117",1,0,0.12202380952381,0.12202380952381,-1.38777878078145e-17,"rfgap"
"ecoli","117",5,0.00297619047619047,0.113095238095238,0.110119047619048,0.00297619047619042,"rfgap"
"ecoli","117",10,0.0148809523809523,0.12202380952381,0.119047619047619,0.00297619047619045,"rfgap"
"ecoli","117",20,0.0148809523809523,0.130952380952381,0.130952380952381,2.77555756156289e-17,"rfgap"
"ecoli","117",50,0.0148809523809523,0.133928571428571,0.12797619047619,0.00595238095238096,"rfgap"
"ecoli","1012",1,0.00297619047619047,0.116071428571429,0.119047619047619,-0.00297619047619049,"rfgap"
"ecoli","1012",5,0.00297619047619047,0.116071428571429,0.119047619047619,-0.00297619047619049,"rfgap"
"ecoli","1012",10,0.00595238095238093,0.119047619047619,0.125,-0.00595238095238096,"rfgap"
"ecoli","1012",20,0.00595238095238093,0.12797619047619,0.12202380952381,0.00595238095238093,"rfgap"
"ecoli","1012",50,0.0238095238095238,0.136904761904762,0.12202380952381,0.0148809523809524,"rfgap"
"ecoli","420",1,0.0625,0.12797619047619,0.0863095238095238,0.0416666666666666,"original"
"ecoli","420",5,0.0476190476190477,0.125,0.0922619047619048,0.0327380952380952,"original"
"ecoli","420",10,0.0595238095238095,0.130952380952381,0.101190476190476,0.0297619047619048,"original"
"ecoli","420",20,0.0565476190476191,0.12797619047619,0.107142857142857,0.0208333333333334,"original"
"ecoli","420",50,0.0625,0.145833333333333,0.139880952380952,0.00595238095238101,"original"
"ecoli","327",1,0.0505952380952381,0.12202380952381,0.0892857142857143,0.0327380952380952,"original"
"ecoli","327",5,0.0357142857142857,0.110119047619048,0.0922619047619048,0.0178571428571428,"original"
"ecoli","327",10,0.0416666666666666,0.12202380952381,0.0922619047619048,0.0297619047619048,"original"
"ecoli","327",20,0.0565476190476191,0.139880952380952,0.101190476190476,0.0386904761904762,"original"
"ecoli","327",50,0.0386904761904762,0.145833333333333,0.130952380952381,0.0148809523809524,"original"
"ecoli","303",1,0.0505952380952381,0.12202380952381,0.0892857142857143,0.0327380952380952,"original"
"ecoli","303",5,0.0416666666666666,0.119047619047619,0.0892857142857143,0.0297619047619047,"original"
"ecoli","303",10,0.0565476190476191,0.130952380952381,0.0952380952380952,0.0357142857142857,"original"
"ecoli","303",20,0.0446428571428571,0.130952380952381,0.0982142857142857,0.0327380952380953,"original"
"ecoli","303",50,0.0416666666666666,0.136904761904762,0.130952380952381,0.00595238095238099,"original"
"ecoli","117",1,0.0505952380952381,0.12202380952381,0.0863095238095238,0.0357142857142857,"original"
"ecoli","117",5,0.0386904761904762,0.113095238095238,0.0892857142857143,0.0238095238095238,"original"
"ecoli","117",10,0.0446428571428571,0.12202380952381,0.0922619047619048,0.0297619047619048,"original"
"ecoli","117",20,0.0476190476190477,0.130952380952381,0.0982142857142857,0.0327380952380953,"original"
"ecoli","117",50,0.0476190476190477,0.133928571428571,0.130952380952381,0.00297619047619049,"original"
"ecoli","1012",1,0.0357142857142857,0.116071428571429,0.0922619047619048,0.0238095238095238,"original"
"ecoli","1012",5,0.0386904761904762,0.116071428571429,0.0922619047619048,0.0238095238095238,"original"
"ecoli","1012",10,0.0446428571428571,0.119047619047619,0.0982142857142857,0.0208333333333333,"original"
"ecoli","1012",20,0.0476190476190477,0.12797619047619,0.104166666666667,0.0238095238095238,"original"
"ecoli","1012",50,0.0446428571428571,0.136904761904762,0.130952380952381,0.00595238095238099,"original"
